"the_geom","OBJECTID_1","PARK","PARK_NO","FACILITY_N","FACILITY_T","X_COORD","Y_COORD","GISOBJID"
"POINT (-87.70379437591293 41.90902697358102)","181","HUMBOLDT (ALEXANDER VON)","219","BASEBALL JR/SOFTBALL","OUTDOOR","-87.70379438","41.90902697","2,679"
"POINT (-87.70336640523753 41.9089681347978)","182","HUMBOLDT (ALEXANDER VON)","219","BASEBALL JR/SOFTBALL","OUTDOOR","-87.70336641","41.90896813","2,680"
"POINT (-87.70203548224433 41.90844612326231)","183","HUMBOLDT (ALEXANDER VON)","219","BASEBALL JR/SOFTBALL","OUTDOOR","-87.70203548","41.90844612","2,681"
"POINT (-87.7025528482633 41.90795937102221)","184","HUMBOLDT (ALEXANDER VON)","219","BASEBALL JR/SOFTBALL","OUTDOOR","-87.70255285","41.90795937","2,682"
"POINT (-87.7035930734689 41.90813455552607)","185","HUMBOLDT (ALEXANDER VON)","219","BASEBALL JR/SOFTBALL","OUTDOOR","-87.70359307","41.90813456","2,683"
"POINT (-87.70523540360563 41.906034523933606)","186","HUMBOLDT (ALEXANDER VON)","219","BASEBALL SR","OUTDOOR","-87.7052354","41.90603452","2,684"
"POINT (-87.70137400874563 41.90462928985057)","187","HUMBOLDT (ALEXANDER VON)","219","BASEBALL JR/SOFTBALL","OUTDOOR","-87.70137401","41.90462929","2,685"
"POINT (-87.70069407398701 41.90456277700848)","188","HUMBOLDT (ALEXANDER VON)","219","BASEBALL JR/SOFTBALL","OUTDOOR","-87.70069407","41.90456278","2,686"
"POINT (-87.70074116358893 41.90404833297863)","189","HUMBOLDT (ALEXANDER VON)","219","BASEBALL JR/SOFTBALL","OUTDOOR","-87.70074116","41.90404833","2,687"
"POINT (-87.70148960671351 41.903983408521974)","190","HUMBOLDT (ALEXANDER VON)","219","BASEBALL JR/SOFTBALL","OUTDOOR","-87.70148961","41.90398341","2,688"
"POINT (-87.70453658717284 41.905321414109686)","191","HUMBOLDT (ALEXANDER VON)","219","BASEBALL JR/SOFTBALL","OUTDOOR","-87.70453659","41.90532141","2,689"
"POINT (-87.70523322746533 41.90197024054441)","192","HUMBOLDT (ALEXANDER VON)","219","BASEBALL JR/SOFTBALL","OUTDOOR","-87.70523323","41.90197024","2,690"
"POINT (-87.70420636559744 41.90129927180208)","193","HUMBOLDT (ALEXANDER VON)","219","BASEBALL JR/SOFTBALL","OUTDOOR","-87.70420637","41.90129927","2,691"
"POINT (-87.70554748774572 41.90076680001354)","194","HUMBOLDT (ALEXANDER VON)","219","BASEBALL JR/SOFTBALL","OUTDOOR","-87.70554749","41.9007668","2,692"
"POINT (-87.69840235077905 41.909009613913724)","195","HUMBOLDT (ALEXANDER VON)","219","BASEBALL JR/SOFTBALL","OUTDOOR","-87.69840235","41.90900961","2,693"
"POINT (-87.69927219745205 41.908506813755565)","196","HUMBOLDT (ALEXANDER VON)","219","BASEBALL JR/SOFTBALL","OUTDOOR","-87.6992722","41.90850681","2,694"
"POINT (-87.70366868773787 41.89872908440929)","197","HUMBOLDT (ALEXANDER VON)","219","POOL (OUTDOOR)","OUTDOOR","-87.70366869","41.89872908","2,695"
"POINT (-87.69988668490187 41.90973987594102)","198","HUMBOLDT (ALEXANDER VON)","219","PLAYGROUND","OUTDOOR","-87.69988668","41.90973988","2,696"
"POINT (-87.69931490084001 41.908079629673395)","199","HUMBOLDT (ALEXANDER VON)","219","PLAYGROUND","OUTDOOR","-87.6993149","41.90807963","2,697"
"POINT (-87.70599856796372 41.903609548556325)","200","HUMBOLDT (ALEXANDER VON)","219","PLAYGROUND","OUTDOOR","-87.70599857","41.90360955","2,698"
"POINT (-87.70338193881548 41.898840495252216)","201","HUMBOLDT (ALEXANDER VON)","219","PLAYGROUND","OUTDOOR","-87.70338194","41.8988405","2,699"
"POINT (-87.69812621125558 41.90592951135569)","202","HUMBOLDT (ALEXANDER VON)","219","VOLLEYBALL (SAND)","OUTDOOR","-87.69812621","41.90592951","2,700"
"POINT (-87.69955060138261 41.90803699256557)","203","HUMBOLDT (ALEXANDER VON)","219","SPRAY FEATURE","OUTDOOR","-87.6995506","41.90803699","2,701"
"POINT (-87.7033516034635 41.89850765448518)","204","HUMBOLDT (ALEXANDER VON)","219","WATER PLAYGROUND","OUTDOOR","-87.7033516","41.89850765","2,702"
"POINT (-87.69751976732948 41.906076799577754)","205","HUMBOLDT (ALEXANDER VON)","219","TENNIS COURT","OUTDOOR","-87.69751977","41.9060768","2,704"
"POINT (-87.69734326144972 41.90608209928103)","206","HUMBOLDT (ALEXANDER VON)","219","TENNIS COURT","OUTDOOR","-87.69734326","41.9060821","2,705"
"POINT (-87.69732141925003 41.905743027259405)","207","HUMBOLDT (ALEXANDER VON)","219","TENNIS COURT","OUTDOOR","-87.69732142","41.90574303","2,706"
"POINT (-87.69750620206763 41.90575032772857)","208","HUMBOLDT (ALEXANDER VON)","219","TENNIS COURT","OUTDOOR","-87.6975062","41.90575033","2,707"
"POINT (-87.70525086840203 41.905260086617155)","209","HUMBOLDT (ALEXANDER VON)","219","MINI-PITCH","OUTDOOR","-87.70525087","41.90526009","2,709"
"POINT (-87.7036036991287 41.898502760059515)","210","HUMBOLDT (ALEXANDER VON)","219","WATER SLIDE","OUTDOOR","-87.7036037","41.89850276","2,711"
"POINT (-87.66940867371787 41.71179319575988)","211","HURLEY (TIMOTHY)","178","PLAYGROUND","OUTDOOR","-87.66940867","41.7117932","2,712"
"POINT (-87.72409951843157 41.95301081638313)","212","INDEPENDENCE","83","FOOTBALL/SOCCER COMBO FLD","OUTDOOR","-87.72409952","41.95301082","2,713"
"POINT (-87.72475961569758 41.95315060843822)","213","INDEPENDENCE","83","FITNESS CENTER","INDOOR","-87.72475962","41.95315061","2,714"
"POINT (-87.72475666495524 41.952736576521076)","214","INDEPENDENCE","83","GYMNASIUM","INDOOR","-87.72475666","41.95273658","2,715"
"POINT (-87.72476132799561 41.952970610754775)","215","INDEPENDENCE","83","POOL (INDOOR)","INDOOR","-87.72476133","41.95297061","2,716"
"POINT (-87.72422461036689 41.95207961953718)","216","INDEPENDENCE","83","BASEBALL JR/SOFTBALL","OUTDOOR","-87.72422461","41.95207962","2,717"
"POINT (-87.72430066383824 41.952569935420776)","217","INDEPENDENCE","83","BASEBALL JR/SOFTBALL","OUTDOOR","-87.72430066","41.95256994","2,718"
"POINT (-87.72375694973148 41.95327702925791)","218","INDEPENDENCE","83","BASEBALL JR/SOFTBALL","OUTDOOR","-87.72375695","41.95327703","2,719"
"POINT (-87.72348448000136 41.952405791484)","219","INDEPENDENCE","83","PLAYGROUND","OUTDOOR","-87.72348448","41.95240579","2,720"
"POINT (-87.7247201966375 41.95347862770605)","220","INDEPENDENCE","83","SPRAY FEATURE","OUTDOOR","-87.7247202","41.95347863","2,721"
"POINT (-87.72361665284774 41.952162847703796)","221","INDEPENDENCE","83","TENNIS COURT","OUTDOOR","-87.72361665","41.95216285","2,722"
"POINT (-87.72312522935091 41.95217071584074)","222","INDEPENDENCE","83","TENNIS COURT","OUTDOOR","-87.72312523","41.95217072","2,723"
"POINT (-87.7232901983344 41.95216897255288)","223","INDEPENDENCE","83","TENNIS COURT","OUTDOOR","-87.7232902","41.95216897","2,724"
"POINT (-87.72345168267734 41.9521645914545)","224","INDEPENDENCE","83","TENNIS COURT","OUTDOOR","-87.72345168","41.95216459","2,725"
"POINT (-87.6931938460753 42.009769370503264)","225","INDIAN BOUNDARY","165","PLAYGROUND","OUTDOOR","-87.69319385","42.00976937","2,727"
"POINT (-87.69331051370469 42.00906061449514)","226","INDIAN BOUNDARY","165","VOLLEYBALL (SAND)","OUTDOOR","-87.69331051","42.00906061","2,728"
"POINT (-87.69268916590691 42.0099374062144)","227","INDIAN BOUNDARY","165","SPRAY FEATURE","OUTDOOR","-87.69268917","42.00993741","2,729"
"POINT (-87.69467156274261 42.00891220105304)","228","INDIAN BOUNDARY","165","TENNIS COURT","OUTDOOR","-87.69467156","42.0089122","2,730"
"POINT (-87.69466320145254 42.00925014337946)","229","INDIAN BOUNDARY","165","TENNIS COURT","OUTDOOR","-87.6946632","42.00925014","2,731"
"POINT (-87.69466483840202 42.00958442748915)","230","INDIAN BOUNDARY","165","TENNIS COURT","OUTDOOR","-87.69466484","42.00958443","2,732"
"POINT (-87.69466153186919 42.00991497024796)","231","INDIAN BOUNDARY","165","TENNIS COURT","OUTDOOR","-87.69466153","42.00991497","2,733"
"POINT (-87.77816271774009 41.993002970809314)","232","INDIAN ROAD","1,038","BASKETBALL COURT","OUTDOOR","-87.77816272","41.99300297","2,734"
"POINT (-87.7781764111498 41.993391402371934)","233","INDIAN ROAD","1,038","BASEBALL JR/SOFTBALL","OUTDOOR","-87.77817641","41.9933914","2,735"
"POINT (-87.77877593018762 41.99282130231388)","234","INDIAN ROAD","1,038","PLAYGROUND","OUTDOOR","-87.77877593","41.9928213","2,736"
"POINT (-87.77888154291671 41.993108311383224)","235","INDIAN ROAD","1,038","SPRAY FEATURE","OUTDOOR","-87.77888154","41.99310831","2,737"
"POINT (-87.58569869663819 41.77951686333941)","236","JACKSON (ANDREW)","19","TENNIS COURT","OUTDOOR","-87.5856987","41.77951686","2,738"
"POINT (-87.58542942647155 41.77486301802569)","237","JACKSON (ANDREW)","19","BASKETBALL COURT","OUTDOOR","-87.58542943","41.77486302","2,739"
"POINT (-87.58554344113327 41.7756495509671)","238","JACKSON (ANDREW)","19","BASKETBALL COURT","OUTDOOR","-87.58554344","41.77564955","2,740"
"POINT (-87.57388546490631 41.782111641193254)","239","JACKSON (ANDREW)","19","BEACH","OUTDOOR","-87.57388546","41.78211164","2,741"
"POINT (-87.57897521478246 41.790896735927134)","240","JACKSON (ANDREW)","19","BEACH","OUTDOOR","-87.57897521","41.79089674","2,742"
"POINT (-87.57634124088183 41.779945751179376)","241","JACKSON (ANDREW)","19","BOAT LAUNCH MOTORIZED","OUTDOOR","-87.57634124","41.77994575","2,744"
"POINT (-87.57931258511373 41.78918196111671)","242","JACKSON (ANDREW)","19","BOWLING GREEN","SPECIAL","-87.57931259","41.78918196","2,745"
"POINT (-87.57893261421242 41.78941887672495)","243","JACKSON (ANDREW)","19","BOWLING GREEN","SPECIAL","-87.57893261","41.78941888","2,746"
"POINT (-87.5828370438884 41.77911604439948)","244","JACKSON (ANDREW)","19","FOOTBALL/SOCCER COMBO FLD","OUTDOOR","-87.58283704","41.77911604","2,747"
"POINT (-87.579752926611 41.78161896602219)","245","JACKSON (ANDREW)","19","FOOTBALL/SOCCER COMBO FLD","OUTDOOR","-87.57975293","41.78161897","2,748"
"POINT (-87.57837799678171 41.78507921500371)","246","JACKSON (ANDREW)","19","FOOTBALL/SOCCER COMBO FLD","OUTDOOR","-87.578378","41.78507922","2,749"
"POINT (-87.5853707665945 41.78165567968054)","247","JACKSON (ANDREW)","19","FOOTBALL/SOCCER COMBO FLD","OUTDOOR","-87.58537077","41.78165568","2,750"
"POINT (-87.58558364748328 41.778957017521805)","248","JACKSON (ANDREW)","19","FITNESS CENTER","INDOOR","-87.58558365","41.77895702","2,751"
"POINT (-87.58577423727694 41.786987315148735)","249","JACKSON (ANDREW)","19","GARDEN","OUTDOOR","-87.58577424","41.78698732","2,752"
"POINT (-87.58283989275739 41.78649774619443)","250","JACKSON (ANDREW)","19","GARDEN","OUTDOOR","-87.58283989","41.78649775","2,753"
"POINT (-87.58086027724366 41.77909937182831)","251","JACKSON (ANDREW)","19","GOLF COURSE","OUTDOOR","-87.58086028","41.77909937","2,754"
"POINT (-87.57774474561893 41.78359014105624)","252","JACKSON (ANDREW)","19","GOLF DRIVING RANGE","OUTDOOR","-87.57774475","41.78359014","2,755"
"POINT (-87.58547029224977 41.778783566349894)","253","JACKSON (ANDREW)","19","GYMNASIUM","INDOOR","-87.58547029","41.77878357","2,756"
"POINT (-87.57891521120492 41.78140090316286)","254","JACKSON (ANDREW)","19","BASEBALL JR/SOFTBALL","OUTDOOR","-87.57891521","41.7814009","2,757"
"POINT (-87.58119069881789 41.78073094275742)","255","JACKSON (ANDREW)","19","BASEBALL JR/SOFTBALL","OUTDOOR","-87.5811907","41.78073094","2,758"
"POINT (-87.58575018718832 41.78207090971998)","256","JACKSON (ANDREW)","19","BASEBALL JR/SOFTBALL","OUTDOOR","-87.58575019","41.78207091","2,759"
"POINT (-87.57585548666393 41.77365506422519)","257","JACKSON (ANDREW)","19","PLAYGROUND","OUTDOOR","-87.57585549","41.77365506","2,760"
"POINT (-87.58593299823865 41.77920989386703)","258","JACKSON (ANDREW)","19","PLAYGROUND","OUTDOOR","-87.585933","41.77920989","2,761"
"POINT (-87.58585391161456 41.79286945933286)","259","JACKSON (ANDREW)","19","PLAYGROUND","OUTDOOR","-87.58585391","41.79286946","2,763"
"POINT (-87.58416492053168 41.77812996401317)","260","JACKSON (ANDREW)","19","BASEBALL SR","OUTDOOR","-87.58416492","41.77812996","2,765"
"POINT (-87.58576229210729 41.781028779380364)","261","JACKSON (ANDREW)","19","BASEBALL SR","OUTDOOR","-87.58576229","41.78102878","2,766"
"POINT (-87.58380476458865 41.7798153986729)","262","JACKSON (ANDREW)","19","TENNIS COURT","OUTDOOR","-87.58380476","41.7798154","2,767"
"POINT (-87.58364777889268 41.7797679214313)","263","JACKSON (ANDREW)","19","TENNIS COURT","OUTDOOR","-87.58364778","41.77976792","2,768"
"POINT (-87.58349565049764 41.77971332956231)","264","JACKSON (ANDREW)","19","TENNIS COURT","OUTDOOR","-87.58349565","41.77971333","2,769"
"POINT (-87.58367580834044 41.77941077599208)","265","JACKSON (ANDREW)","19","TENNIS COURT","OUTDOOR","-87.58367581","41.77941078","2,770"
"POINT (-87.58383262676537 41.77947254523987)","266","JACKSON (ANDREW)","19","TENNIS COURT","OUTDOOR","-87.58383263","41.77947255","2,771"
"POINT (-87.58398969508458 41.77951287575195)","267","JACKSON (ANDREW)","19","TENNIS COURT","OUTDOOR","-87.5839897","41.77951288","2,772"
"POINT (-87.58417927164972 41.77922110243813)","268","JACKSON (ANDREW)","19","TENNIS COURT","OUTDOOR","-87.58417927","41.7792211","2,773"
"POINT (-87.58402237030897 41.779166479237944)","269","JACKSON (ANDREW)","19","TENNIS COURT","OUTDOOR","-87.58402237","41.77916648","2,774"
"POINT (-87.58384645853828 41.77910458568456)","270","JACKSON (ANDREW)","19","TENNIS COURT","OUTDOOR","-87.58384646","41.77910459","2,775"
"POINT (-87.58536928278676 41.779518292606426)","271","JACKSON (ANDREW)","19","TENNIS COURT","OUTDOOR","-87.58536928","41.77951829","2,776"
"POINT (-87.58554112906685 41.779519411317104)","272","JACKSON (ANDREW)","19","TENNIS COURT","OUTDOOR","-87.58554113","41.77951941","2,777"
"POINT (-87.57929247754578 41.78641610699018)","273","JACKSON (ANDREW)","19","TENNIS COURT","OUTDOOR","-87.57929248","41.78641611","2,778"
"POINT (-87.57911089695594 41.78642920810828)","274","JACKSON (ANDREW)","19","TENNIS COURT","OUTDOOR","-87.5791109","41.78642921","2,779"
"POINT (-87.57893886492614 41.786442371643645)","275","JACKSON (ANDREW)","19","TENNIS COURT","OUTDOOR","-87.57893886","41.78644237","2,780"
"POINT (-87.57876201661338 41.7864590767899)","276","JACKSON (ANDREW)","19","TENNIS COURT","OUTDOOR","-87.57876202","41.78645908","2,781"
"POINT (-87.57871808879513 41.78613361919161)","277","JACKSON (ANDREW)","19","TENNIS COURT","OUTDOOR","-87.57871809","41.78613362","2,782"
"POINT (-87.57889493622253 41.78611691410473)","278","JACKSON (ANDREW)","19","TENNIS COURT","OUTDOOR","-87.57889494","41.78611691","2,783"
"POINT (-87.5790717835621 41.786100208744784)","279","JACKSON (ANDREW)","19","TENNIS COURT","OUTDOOR","-87.57907178","41.78610021","2,784"
"POINT (-87.57923895782918 41.786094159228604)","280","JACKSON (ANDREW)","19","TENNIS COURT","OUTDOOR","-87.57923896","41.78609416","2,785"
"POINT (-87.57854215986363 41.78647907169662)","281","JACKSON (ANDREW)","19","TENNIS COURT","OUTDOOR","-87.57854216","41.78647907","2,786"
"POINT (-87.5783701683161 41.78648866114183)","282","JACKSON (ANDREW)","19","TENNIS COURT","OUTDOOR","-87.57837017","41.78648866","2,787"
"POINT (-87.57850296552486 41.78615721862333)","283","JACKSON (ANDREW)","19","TENNIS COURT","OUTDOOR","-87.57850297","41.78615722","2,788"
"POINT (-87.57831669507982 41.78616314066401)","284","JACKSON (ANDREW)","19","TENNIS COURT","OUTDOOR","-87.5783167","41.78616314","2,789"
"POINT (-87.63895915461391 41.742207955788395)","286","JACKSON (MAHALIA)","386","BASKETBALL COURT","OUTDOOR","-87.63895915","41.74220796","2,791"
"POINT (-87.63916778466032 41.74209671798979)","287","JACKSON (MAHALIA)","386","BASKETBALL COURT","OUTDOOR","-87.63916778","41.74209672","2,792"
"POINT (-87.63989623487991 41.742867180532)","288","JACKSON (MAHALIA)","386","BASEBALL JR/SOFTBALL","OUTDOOR","-87.63989623","41.74286718","2,794"
"POINT (-87.63942659551294 41.742307207589)","289","JACKSON (MAHALIA)","386","BASEBALL JR/SOFTBALL","OUTDOOR","-87.6394266","41.74230721","2,795"
"POINT (-87.63835523625391 41.74249358811422)","290","JACKSON (MAHALIA)","386","TENNIS COURT","OUTDOOR","-87.63835524","41.74249359","2,796"
"POINT (-87.63846760001331 41.74235498261548)","291","JACKSON (MAHALIA)","386","TENNIS COURT","OUTDOOR","-87.6384676","41.74235498","2,797"
"POINT (-87.62085621614126 41.81589426987937)","292","JACKSON (ROBERT)","1,112","PLAYGROUND","OUTDOOR","-87.62085622","41.81589427","2,798"
"POINT (-87.69832130062858 41.96662147357406)","293","JACOB","156","PLAYGROUND","OUTDOOR","-87.6983213","41.96662147","2,799"
"POINT (-87.66109742509268 41.84377774137563)","294","JACOLIK (FLORIAN S.)","1,288","PLAYGROUND","OUTDOOR","-87.66109743","41.84377774","2,800"
"POINT (-87.66262925496216 42.01588130347418)","295","GRIFFIN (MARION MAHONY) BEACH","1,257","BEACH","OUTDOOR","-87.66262925","42.0158813","2,801"
"POINT (-87.70448162341523 41.88605719444144)","296","JEFFERSON (NANCY)","338","PLAYGROUND","OUTDOOR","-87.70448162","41.88605719","2,803"
"POINT (-87.64222197617337 41.85898268780036)","297","JEFFERSON (THOMAS)","1,113","PLAYGROUND","OUTDOOR","-87.64222198","41.85898269","2,804"
"POINT (-87.76288904395608 41.96862935923908)","298","JEFFERSON (THOMAS) MEML.","94","GYMNASIUM","INDOOR","-87.76288904","41.96862936","2,805"
"POINT (-87.76363764074004 41.96832491537657)","299","JEFFERSON (THOMAS) MEML.","94","BASEBALL JR/SOFTBALL","OUTDOOR","-87.76363764","41.96832492","2,806"
"POINT (-87.76384542957389 41.968707075450176)","300","JEFFERSON (THOMAS) MEML.","94","POOL (OUTDOOR)","OUTDOOR","-87.76384543","41.96870708","2,807"
"POINT (-87.76321543311225 41.968270764243535)","301","JEFFERSON (THOMAS) MEML.","94","PLAYGROUND","OUTDOOR","-87.76321543","41.96827076","2,808"
"POINT (-87.76328315336015 41.968302901949365)","302","JEFFERSON (THOMAS) MEML.","94","SPRAY FEATURE","OUTDOOR","-87.76328315","41.9683029","2,809"
"POINT (-87.7645732115849 41.96804585590399)","303","JEFFERSON (THOMAS) MEML.","94","BASEBALL SR","OUTDOOR","-87.76457321","41.96804586","2,810"
"POINT (-87.76290002998569 41.96793439119272)","304","JEFFERSON (THOMAS) MEML.","94","TENNIS COURT","OUTDOOR","-87.76290003","41.96793439","2,811"
"POINT (-87.76307271267811 41.96794671206735)","305","JEFFERSON (THOMAS) MEML.","94","TENNIS COURT","OUTDOOR","-87.76307271","41.96794671","2,812"
"POINT (-87.76323390271432 41.9679561098644)","306","JEFFERSON (THOMAS) MEML.","94","TENNIS COURT","OUTDOOR","-87.7632339","41.96795611","2,813"
"POINT (-87.76339125298053 41.96796548747253)","307","JEFFERSON (THOMAS) MEML.","94","VOLLEYBALL","OUTDOOR","-87.763391253","41.9679654875","2,814"
"POINT (-87.72123253720174 41.96577494101683)","308","JENSEN (CHRIST)","82","BASKETBALL COURT","OUTDOOR","-87.72123254","41.96577494","2,815"
"POINT (-87.72122241965054 41.96524649304086)","309","JENSEN (CHRIST)","82","FOOTBALL/SOCCER COMBO FLD","OUTDOOR","-87.72122242","41.96524649","2,816"
"POINT (-87.72094670406737 41.96544884993589)","310","JENSEN (CHRIST)","82","BASEBALL JR/SOFTBALL","OUTDOOR","-87.7209467","41.96544885","2,817"
"POINT (-87.7208843243115 41.966171713531956)","311","JENSEN (CHRIST)","82","PLAYGROUND","OUTDOOR","-87.72088432","41.96617171","2,818"
"POINT (-87.720915847506 41.96592791149142)","312","JENSEN (CHRIST)","82","SPRAY FEATURE","OUTDOOR","-87.72091585","41.96592791","2,819"
"POINT (-87.62895738369552 41.866254421366634)","313","JONES (MARY RICHARDSON)","479","PLAYGROUND","OUTDOOR","-87.62895738","41.86625442","2,820"
"POINT (-87.65407203163511 41.92830702638544)","314","JONQUIL","1,270","BASEBALL JR/SOFTBALL","OUTDOOR","-87.65407203","41.92830703","2,821"
"POINT (-87.65505530927469 41.9283458759774)","315","JONQUIL","1,270","PLAYGROUND","OUTDOOR","-87.65505531","41.92834588","2,822"
"POINT (-87.65541365964417 41.92866475391022)","316","JONQUIL","1,270","TENNIS COURT","OUTDOOR","-87.65541366","41.92866475","2,823"
"POINT (-87.65523668988506 41.928665651825234)","317","JONQUIL","1,270","TENNIS COURT","OUTDOOR","-87.65523669","41.92866565","2,824"
"POINT (-87.63431843658843 41.77777669239623)","318","JUNCTION GROVE","415","PLAYGROUND","OUTDOOR","-87.63431844","41.77777669","2,825"
"POINT (-87.66682381910276 41.94860649116256)","319","JUNIPER","392","PLAYGROUND","OUTDOOR","-87.66682382","41.94860649","2,826"
"POINT (-87.66696649673314 41.948652871575604)","320","JUNIPER","392","SPRAY FEATURE","OUTDOOR","-87.6669665","41.94865287","2,827"
